TrustName,Sex_Desc,Age,Catchment,Patients,TrustCode
Torbay And South Devon NHS Foundation Trust,Male,70-74,"8,719",4681,RA9
Torbay And South Devon NHS Foundation Trust,Male,75-79,"6,183",4188,RA9
Torbay And South Devon NHS Foundation Trust,Male,80-84,"4,140",3310,RA9
Torbay And South Devon NHS Foundation Trust,Male,85-89,"2,511",2469,RA9
Torbay And South Devon NHS Foundation Trust,Male,90+,"1,233",1477,RA9
Torbay And South Devon NHS Foundation Trust,Female,00-04,"5,586",4021,RA9
Torbay And South Devon NHS Foundation Trust,Female,05-Sep,"6,778",959,RA9
Torbay And South Devon NHS Foundation Trust,Female,Oct-14,"6,206",804,RA9
Torbay And South Devon NHS Foundation Trust,Female,15-19,"5,752",1494,RA9
Torbay And South Devon NHS Foundation Trust,Female,20-24,"5,121",2695,RA9
Torbay And South Devon NHS Foundation Trust,Female,25-29,"6,055",3587,RA9
Torbay And South Devon NHS Foundation Trust,Female,30-34,"6,665",3631,RA9
Torbay And South Devon NHS Foundation Trust,Female,35-39,"6,730",2724,RA9
Torbay And South Devon NHS Foundation Trust,Female,40-44,"6,849",2013,RA9
Torbay And South Devon NHS Foundation Trust,Female,45-49,"7,765",2191,RA9
Torbay And South Devon NHS Foundation Trust,Female,50-54,"9,438",2810,RA9
Torbay And South Devon NHS Foundation Trust,Female,55-59,"11,036",4692,RA9
Torbay And South Devon NHS Foundation Trust,Female,60-64,"9,424",3188,RA9
Torbay And South Devon NHS Foundation Trust,Female,65-69,"8,965",3520,RA9
Torbay And South Devon NHS Foundation Trust,Female,70-74,"9,759",4383,RA9
Torbay And South Devon NHS Foundation Trust,Female,75-79,"7,291",3987,RA9
Torbay And South Devon NHS Foundation Trust,Female,80-84,"5,423",3742,RA9
Torbay And South Devon NHS Foundation Trust,Female,85-89,"3,750",3252,RA9
Torbay And South Devon NHS Foundation Trust,Female,90+,"2,839",2889,RA9
Bradford Teaching Hospitals NHS Foundation Trust,Male,00-04,"14,191",12247,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,05-Sep,"14,426",2800,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,Oct-14,"15,317",2296,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,15-19,"14,511",2250,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,20-24,"14,399",2505,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,25-29,"14,215",2793,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,30-34,"14,514",3154,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,35-39,"14,754",3386,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,40-44,"13,879",3304,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,45-49,"13,480",3500,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,50-54,"12,661",4048,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,55-59,"11,158",5224,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,60-64,"10,403",4595,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,65-69,"8,961",4720,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,70-74,"7,292",4377,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,75-79,"4,788",3431,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,80-84,"3,559",3178,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,85-89,"1,878",1936,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Male,90+,842,1177,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,00-04,"14,009",11218,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,05-Sep,"13,771",2196,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,Oct-14,"13,895",1798,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,15-19,"13,846",3285,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,20-24,"13,465",6067,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,25-29,"13,103",8570,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,30-34,"14,268",8541,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,35-39,"15,173",6529,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,40-44,"13,136",4431,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,45-49,"12,909",4035,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,50-54,"13,124",4238,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,55-59,"11,909",5192,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,60-64,"10,774",4293,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,65-69,"8,725",3979,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,70-74,"8,023",4054,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,75-79,"5,464",3453,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,80-84,"4,616",3418,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,85-89,"3,112",2933,RAE
Bradford Teaching Hospitals NHS Foundation Trust,Female,90+,"1,832",2232,RAE
Mid And South Essex NHS Foundation Trust,Male,00-04,"32,906",21356,RAJ
Mid And South Essex NHS Foundation Trust,Male,05-Sep,"30,049",3501,RAJ
Mid And South Essex NHS Foundation Trust,Male,Oct-14,"30,226",3058,RAJ
Mid And South Essex NHS Foundation Trust,Male,15-19,"29,631",4465,RAJ
Mid And South Essex NHS Foundation Trust,Male,20-24,"29,942",5522,RAJ
Mid And South Essex NHS Foundation Trust,Male,25-29,"33,495",6488,RAJ
Mid And South Essex NHS Foundation Trust,Male,30-34,"35,292",6886,RAJ
Mid And South Essex NHS Foundation Trust,Male,35-39,"35,528",7285,RAJ
Mid And South Essex NHS Foundation Trust,Male,40-44,"35,036",7564,RAJ
Mid And South Essex NHS Foundation Trust,Male,45-49,"37,901",9465,RAJ
Mid And South Essex NHS Foundation Trust,Male,50-54,"40,373",11688,RAJ
Mid And South Essex NHS Foundation Trust,Male,55-59,"38,567",14309,RAJ
Mid And South Essex NHS Foundation Trust,Male,60-64,"31,972",13771,RAJ
Mid And South Essex NHS Foundation Trust,Male,65-69,"27,242",14098,RAJ
Mid And South Essex NHS Foundation Trust,Male,70-74,"29,109",18270,RAJ
Mid And South Essex NHS Foundation Trust,Male,75-79,"20,234",15517,RAJ
Mid And South Essex NHS Foundation Trust,Male,80-84,"14,218",13305,RAJ
Mid And South Essex NHS Foundation Trust,Male,85-89,"8,226",9801,RAJ
Mid And South Essex NHS Foundation Trust,Male,90+,"3,711",5559,RAJ
Mid And South Essex NHS Foundation Trust,Female,00-04,"31,901",19582,RAJ
Mid And South Essex NHS Foundation Trust,Female,05-Sep,"27,828",2640,RAJ
Mid And South Essex NHS Foundation Trust,Female,Oct-14,"27,577",2402,RAJ
Mid And South Essex NHS Foundation Trust,Female,15-19,"27,279",5904,RAJ
Mid And South Essex NHS Foundation Trust,Female,20-24,"27,496",11455,RAJ
Mid And South Essex NHS Foundation Trust,Female,25-29,"32,726",18325,RAJ
Mid And South Essex NHS Foundation Trust,Female,30-34,"37,147",21586,RAJ
Mid And South Essex NHS Foundation Trust,Female,35-39,"37,348",16020,RAJ
Mid And South Essex NHS Foundation Trust,Female,40-44,"35,492",10544,RAJ
Mid And South Essex NHS Foundation Trust,Female,45-49,"38,237",11076,RAJ
Mid And South Essex NHS Foundation Trust,Female,50-54,"40,750",12840,RAJ
Mid And South Essex NHS Foundation Trust,Female,55-59,"38,113",14080,RAJ
Mid And South Essex NHS Foundation Trust,Female,60-64,"31,958",12314,RAJ
Mid And South Essex NHS Foundation Trust,Female,65-69,"29,130",12885,RAJ
Mid And South Essex NHS Foundation Trust,Female,70-74,"32,276",16993,RAJ
Mid And South Essex NHS Foundation Trust,Female,75-79,"23,408",15255,RAJ
Mid And South Essex NHS Foundation Trust,Female,80-84,"17,879",14152,RAJ
Mid And South Essex NHS Foundation Trust,Female,85-89,"11,657",11930,RAJ
Mid And South Essex NHS Foundation Trust,Female,90+,"7,614",10276,RAJ
Royal Free London NHS Foundation Trust,Male,00-04,"23,221",15790,RAL
Royal Free London NHS Foundation Trust,Male,05-Sep,"16,140",2244,RAL
Royal Free London NHS Foundation Trust,Male,Oct-14,"17,074",1992,RAL
Royal Free London NHS Foundation Trust,Male,15-19,"16,946",2341,RAL
Royal Free London NHS Foundation Trust,Male,20-24,"20,477",3005,RAL
Royal Free London NHS Foundation Trust,Male,25-29,"26,676",3993,RAL
Royal Free London NHS Foundation Trust,Male,30-34,"28,744",4466,RAL
Royal Free London NHS Foundation Trust,Male,35-39,"28,478",4890,RAL
Royal Free London NHS Foundation Trust,Male,40-44,"26,611",5192,RAL
Royal Free London NHS Foundation Trust,Male,45-49,"24,217",5864,RAL
Royal Free London NHS Foundation Trust,Male,50-54,"24,020",7037,RAL
Royal Free London NHS Foundation Trust,Male,55-59,"18,501",7727,RAL
Royal Free London NHS Foundation Trust,Male,60-64,"16,949",7745,RAL
Royal Free London NHS Foundation Trust,Male,65-69,"13,913",7697,RAL
Royal Free London NHS Foundation Trust,Male,70-74,"12,461",7995,RAL
Royal Free London NHS Foundation Trust,Male,75-79,"9,044",6936,RAL
Royal Free London NHS Foundation Trust,Male,80-84,"6,580",6159,RAL
Royal Free London NHS Foundation Trust,Male,85-89,"3,966",4469,RAL
Royal Free London NHS Foundation Trust,Male,90+,"2,288",2784,RAL
Royal Free London NHS Foundation Trust,Female,00-04,"23,277",14607,RAL
Royal Free London NHS Foundation Trust,Female,05-Sep,"16,503",1816,RAL
Royal Free London NHS Foundation Trust,Female,Oct-14,"15,512",1654,RAL
Royal Free London NHS Foundation Trust,Female,15-19,"15,973",2875,RAL
Royal Free London NHS Foundation Trust,Female,20-24,"19,366",6328,RAL
Royal Free London NHS Foundation Trust,Female,25-29,"26,038",10940,RAL
Royal Free London NHS Foundation Trust,Female,30-34,"28,031",14832,RAL
Royal Free London NHS Foundation Trust,Female,35-39,"27,298",12210,RAL
Royal Free London NHS Foundation Trust,Female,40-44,"25,783",7764,RAL
Royal Free London NHS Foundation Trust,Female,45-49,"25,819",7031,RAL
Royal Free London NHS Foundation Trust,Female,50-54,"25,438",7833,RAL
Royal Free London NHS Foundation Trust,Female,55-59,"20,808",8141,RAL
Royal Free London NHS Foundation Trust,Female,60-64,"18,558",7652,RAL
Royal Free London NHS Foundation Trust,Female,65-69,"15,276",7342,RAL
Royal Free London NHS Foundation Trust,Female,70-74,"14,680",8228,RAL
Royal Free London NHS Foundation Trust,Female,75-79,"11,172",7349,RAL
Royal Free London NHS Foundation Trust,Female,80-84,"8,574",6928,RAL
Royal Free London NHS Foundation Trust,Female,85-89,"5,812",5646,RAL
Royal Free London NHS Foundation Trust,Female,90+,"4,321",5026,RAL
Royal National Orthopaedic Hospital NHS Trust,Male,00-04,232,145,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,05-Sep,"2,251",326,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,Oct-14,"4,682",570,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,15-19,"5,155",750,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,20-24,"3,405",557,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,25-29,"3,304",566,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,30-34,"3,689",640,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,35-39,"3,455",643,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,40-44,"3,598",733,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,45-49,"3,394",839,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,50-54,"3,330",984,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,55-59,"2,476",1060,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,60-64,"2,123",949,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,65-69,"1,482",799,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,70-74,"1,373",865,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,75-79,806,612,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,80-84,435,401,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,85-89,176,201,RAN
Royal National Orthopaedic Hospital NHS Trust,Male,90+,49,60,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,00-04,369,200,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,05-Sep,"2,196",256,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,Oct-14,"7,026",770,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,15-19,"4,197",815,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,20-24,"1,765",586,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,25-29,"1,537",669,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,30-34,"1,281",692,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,35-39,"1,774",762,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,40-44,"2,634",795,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,45-49,"3,056",880,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,50-54,"3,506",1120,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,55-59,"3,144",1322,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,60-64,"2,955",1185,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,65-69,"2,488",1155,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,70-74,"2,265",1236,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,75-79,"1,469",994,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,80-84,802,651,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,85-89,356,351,RAN
Royal National Orthopaedic Hospital NHS Trust,Female,90+,120,146,RAN
North Middlesex University Hospital NHS Trust,Male,00-04,"12,833",10089,RAP
North Middlesex University Hospital NHS Trust,Male,05-Sep,"9,026",1495,RAP
North Middlesex University Hospital NHS Trust,Male,Oct-14,"9,227",1215,RAP
North Middlesex University Hospital NHS Trust,Male,15-19,"7,120",1004,RAP
North Middlesex University Hospital NHS Trust,Male,20-24,"7,132",1173,RAP
North Middlesex University Hospital NHS Trust,Male,25-29,"8,653",1448,RAP
North Middlesex University Hospital NHS Trust,Male,30-34,"9,777",1786,RAP
North Middlesex University Hospital NHS Trust,Male,35-39,"10,199",1969,RAP
North Middlesex University Hospital NHS Trust,Male,40-44,"8,968",2021,RAP
North Middlesex University Hospital NHS Trust,Male,45-49,"8,335",2354,RAP
North Middlesex University Hospital NHS Trust,Male,50-54,"8,083",2791,RAP
North Middlesex University Hospital NHS Trust,Male,55-59,"6,990",3056,RAP
North Middlesex University Hospital NHS Trust,Male,60-64,"5,316",2851,RAP
North Middlesex University Hospital NHS Trust,Male,65-69,"3,773",2458,RAP
North Middlesex University Hospital NHS Trust,Male,70-74,"3,340",2532,RAP
North Middlesex University Hospital NHS Trust,Male,75-79,"2,517",2219,RAP
North Middlesex University Hospital NHS Trust,Male,80-84,"2,079",2315,RAP
North Middlesex University Hospital NHS Trust,Male,85-89,"1,294",1637,RAP
North Middlesex University Hospital NHS Trust,Male,90+,612,957,RAP
North Middlesex University Hospital NHS Trust,Female,00-04,"12,574",8897,RAP
North Middlesex University Hospital NHS Trust,Female,05-Sep,"8,816",1156,RAP
North Middlesex University Hospital NHS Trust,Female,Oct-14,"8,665",1047,RAP
North Middlesex University Hospital NHS Trust,Female,15-19,"8,001",1634,RAP
North Middlesex University Hospital NHS Trust,Female,20-24,"8,577",3439,RAP
North Middlesex University Hospital NHS Trust,Female,25-29,"10,964",5464,RAP
North Middlesex University Hospital NHS Trust,Female,30-34,"10,858",6095,RAP
North Middlesex University Hospital NHS Trust,Female,35-39,"10,581",4799,RAP
North Middlesex University Hospital NHS Trust,Female,40-44,"9,450",3320,RAP
North Middlesex University Hospital NHS Trust,Female,45-49,"8,616",2862,RAP
North Middlesex University Hospital NHS Trust,Female,50-54,"8,234",2999,RAP
North Middlesex University Hospital NHS Trust,Female,55-59,"7,078",2860,RAP
North Middlesex University Hospital NHS Trust,Female,60-64,"5,511",2523,RAP
North Middlesex University Hospital NHS Trust,Female,65-69,"4,381",2365,RAP
North Middlesex University Hospital NHS Trust,Female,70-74,"3,921",2524,RAP
North Middlesex University Hospital NHS Trust,Female,75-79,"3,172",2394,RAP
North Middlesex University Hospital NHS Trust,Female,80-84,"2,886",2644,RAP
North Middlesex University Hospital NHS Trust,Female,85-89,"2,037",2139,RAP
North Middlesex University Hospital NHS Trust,Female,90+,"1,311",1749,RAP
The Hillingdon Hospitals NHS Foundation Trust,Male,00-04,"11,272",8412,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,05-Sep,"7,763",1352,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,Oct-14,"7,770",1084,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,15-19,"6,252",932,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,20-24,"6,711",1072,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,25-29,"7,577",1269,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,30-34,"8,450",1576,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,35-39,"8,647",1794,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,40-44,"8,445",1936,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,45-49,"7,657",2176,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,50-54,"7,165",2341,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,55-59,"4,588",2739,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,60-64,"5,335",2741,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,65-69,"4,085",2538,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,70-74,"3,584",2518,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,75-79,"2,568",2257,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,80-84,"2,098",2041,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,85-89,"1,253",1513,RAS
The Hillingdon Hospitals NHS Foundation Trust,Male,90+,693,895,RAS
The Hillingdon Hospitals NHS Foundation Trust,Female,00-04,"11,234",7618,RAS
The Hillingdon Hospitals NHS Foundation Trust,Female,05-Sep,"7,286",1034,RAS
The Hillingdon Hospitals NHS Foundation Trust,Female,Oct-14,"7,868",935,RAS
The Hillingdon Hospitals NHS Foundation Trust,Female,15-19,"6,249",1181,RAS
The Hillingdon Hospitals NHS Foundation Trust,Female,20-24,"7,701",2770,RAS
The Hillingdon Hospitals NHS Foundation Trust,Female,25-29,"9,242",5099,RAS
The Hillingdon Hospitals NHS Foundation Trust,Female,30-34,"10,269",6278,RAS
The Hillingdon Hospitals NHS Foundation Trust,Female,35-39,"10,133",4892,RAS
The Hillingdon Hospitals NHS Foundation Trust,Female,40-44,"9,255",3074,RAS
The Hillingdon Hospitals NHS Foundation Trust,Female,45-49,"8,059",2633,RAS
The Hillingdon Hospitals NHS Foundation Trust,Female,50-54,"7,773",2835,RAS
The Hillingdon Hospitals NHS Foundation Trust,Female,55-59,"5,305",3015,RAS
The Hillingdon Hospitals NHS Foundation Trust,Female,60-64,"5,646",2592,RAS
